Дата отправления;Объем кузова;Станция отправления;Станция назначения;Наименование груза;Станция отправления код;Станция назн. код;Ставка с Заказчиком б/ндс, руб;Отправки УТК, в/о;Длительность
30.11.2022;138;Залари;Хабаровск II;Материалы строительные, кроме железобетонных, не поименованные в алфавите;93040;97000;115000,00;1;
30.11.2022;158;Томицы;Нур-Султан 1;Плиты древесностружечные;01030;69000;120000,00;1;
30.11.2022;138;Костанай;Серхетабат (эксп.);Мука пшеничная, не поименованная в алфавите;68400;75620;195000,00;1;
30.11.2022;122;Костанай;Серхетабат (эксп.);Мука пшеничная, не поименованная в алфавите;68400;75620;160000,00;1;
30.11.2022;122;Костанай;Серхетабат (эксп.);Мука пшеничная, не поименованная в алфавите;68400;75620;160000,00;1;
30.11.2022;161;Шипуново;Гыпджак;Крупа гречневая (ядрица);84410;75300;155000,00;1;
30.11.2022;150;Иня-Восточная;Янги-Зарафшан;Взрывчатые материалы;85160;73190;150670,00;1;
30.11.2022;161;Иня-Восточная;Янги-Зарафшан;Взрывчатые материалы;85160;73190;150670,00;1;
30.11.2022;158;Рубцовск;Нерчинск;Сборная повагонная отправка;84340;94830;110833,33;1;
30.11.2022;161;Талдыкорган;Киров-Котласский;Аккумуляторы и батареи аккумуляторные электрические;70180;27030;55000,00;1;
30.11.2022;138;Лесосибирск;Назарбек;Плиты древесноволокнистые;88250;72220;140000,00;1;
30.11.2022;138;Рудня;Чукурсай;Консервы овощные;17190;72000;130000,00;1;
30.11.2022;138;Острогожск;Бурундай;Солод в зерне;58170;70390;116400,00;1;
30.11.2022;150;Зиемельблазма;Сороковая;Полимердистиллят;09630;69020;155000,00;1;
29.11.2022;158;Минеральные Воды;Жетыген;Бутыли стеклянные;53000;70050;88000,00;1;
30.11.2022;158;Балабаново;Ош;Плиты древесноволокнистые;18360;71960;155000,00;1;
30.11.2022;158;Балабаново;Ош;Плиты древесноволокнистые;18360;71960;155000,00;1;
30.11.2022;158;Талдыкорган;Костариха;Аккумуляторы и батареи аккумуляторные электрические;70180;26120;50000,00;1;
30.11.2022;138;Алейская;Локомотивстрой;Крупа гречневая (ядрица);84430;51330;87500,00;1;
30.11.2022;158;Подсолнечная;Медеу;Грунт торфяной;06080;70020;130000,00;1;
30.11.2022;158;Талдыкорган;Сумгаит;Аккумуляторы и батареи аккумуляторные электрические;70180;54640;150000,00;1;
30.11.2022;158;Мууга;Алматы 2;Какао в бобах (сырье);08180;70010;102430,78;1;
30.11.2022;138;Великий Устюг;Ханака;Фанера клееная;29970;74560;190000,00;1;
30.11.2022;150;Кая;Гагарин;Мука соевая;93280;17540;35000,00;1;
30.11.2022;138;Орехово-Зуево;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23000;93710;150000,00;1;
30.11.2022;138;Орехово-Зуево;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23000;93710;150000,00;1;
30.11.2022;138;Орехово-Зуево;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23000;93710;150000,00;1;
30.11.2022;138;Смычка;Куранах;Шары стальные помольные;77000;91410;185000,00;1;
30.11.2022;138;Смычка;Куранах;Шары стальные помольные;77000;91410;185000,00;1;
30.11.2022;138;Алейская;Хасан (эксп.);Мука пшеничная высшего сорта;84430;98710;230000,00;1;
30.11.2022;138;Алейская;Хасан (эксп.);Мука пшеничная высшего сорта;84430;98710;230000,00;1;
30.11.2022;138;Екатеринославка;Алексеевка;Зерно бобов;95540;58140;62500,00;1;
30.11.2022;138;Рышково;Хабаровск II;Мука пшеничная, не поименованная в алфавите;20810;97000;180833,33;1;
01.12.2022;138;Симферополь-Грузовой;Анапа;Бланки канцелярские и почтовые;85680;52280;48333,33;1;
26.11.2022;138;Свислочь (эксп.);Новоиерусалимская;Плитки керамические, не поименованные в алфавите;13570;19720;90000,00;1;
01.12.2022;138;Свислочь (эксп.);Смоленск;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;13570;17010;112000,00;1;
01.12.2022;138;Ельшанка;Симферополь-Грузовой;Плиты и плитки гипсовые;61150;85680;125000,00;1;
28.11.2022;138;Брест-Центральный (эксп.);Электросталь;Изделия кислотоупорные и огнеупорные, не поименованные в алфавите;13060;23090;95000,00;1;
01.12.2022;138;Ворсма;Сыктывкар;Плиты и плитки гипсовые;26920;28390;52866,00;1;
01.12.2022;138;Ворсма;Сыктывкар;Плиты и плитки гипсовые;26920;28390;52866,00;1;
01.12.2022;138;Деревянковка;Сызрань I;Сахар-песок;51590;63560;29872,82;1;
01.12.2022;138;Гилевка;Костанай;Пшеница;84570;68400;97000,00;1;
01.12.2022;158;Старый Оскол;Киров-Котласский;Комбикорма всякие;43850;27030;60416,67;1;
01.12.2022;138;Ефремов;Заячья Горка;Крахмал, не поименованный в алфавите;22530;76940;65000,00;1;
01.12.2022;138;Барнаул;Батарейная;Мука пшеничная высшего сорта;84010;93260;80000,00;1;
30.11.2022;138;Красноперекопск;Каналстрой;Натрия карбонат (натрий углекислый, сода кальцинированная);86950;23850;33333,33;1;
01.12.2022;138;Свислочь (эксп.);Смышляевка;Материалы абразивные, не поименованные в алфавите;13570;65760;115000,00;1;
01.12.2022;138;Белгород;Сумгаит;Солод в зерне;43450;54640;140000,00;1;
01.12.2022;138;Арал Тенизи;Храпуново;Концентрат минеральный "Галит";67030;23070;28000,00;1;
01.12.2022;138;Деревянковка;Ручьи;Сахар-песок;51590;03810;46472,18;1;
01.12.2022;150;Арал Тенизи;Брянск-Льговский;Соль пищевая молотая;67030;20000;28000,00;1;
01.12.2022;150;Ворсма;Севастополь-Товарный;Плиты и плитки гипсовые;26920;85830;120000,00;1;
01.12.2022;138;Арал Тенизи;Нежеголь;Соль пищевая молотая;67030;43410;28000,00;1;
01.12.2022;150;Арал Тенизи;Нежеголь;Соль пищевая молотая;67030;43410;28000,00;1;
01.12.2022;138;Деревянковка;Шершни;Сахар-песок;51590;80020;47687,99;1;
